run_name,arc_features,arc_skip,arc_num_conv,arc_latent_volume,arc_encoder_blocks,n_swaps,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
nc-2-n4-0-n8-2-skip1-26,"[4, 8, 8]",1,2,256.0,2,26,,,0.116461843252182,,,0.7525326198360005,,,0.8040053350127313,,,0.0
nc-2-n4-0-n8-2-skip1-28,"[4, 8, 8]",1,2,256.0,2,28,,,0.116798035800457,,,0.7519782784689805,,,0.803706189494995,,,0.0
nc-2-n4-0-n8-2-skip1-30,"[4, 8, 8]",1,2,256.0,2,30,,,0.11653149500489235,,,0.7525354403004472,,,0.8040656454442492,,,0.0
nc-2-n4-0-n8-2-skip1,"[4, 8, 8]",1,2,256.0,2,0,0.11990058620770773,0.11126969754695892,,0.7439837219311429,0.7425073350322345,,0.7984283102352593,0.7993172690378815,,0.0,0.0,
nc-2-n4-0-n8-2-skip0-0,"[4, 8, 8]",0,2,256.0,2,0,,,0.1578373983502388,,,0.6494214108756825,,,0.7505847711657168,,,0.0
nc-2-n4-0-n8-2-skip0-2,"[4, 8, 8]",0,2,256.0,2,2,,,0.15767855197191238,,,0.6495284700077322,,,0.750743116292444,,,0.0
nc-2-n4-0-n8-2-skip0-4,"[4, 8, 8]",0,2,256.0,2,4,,,0.1577838882803917,,,0.648890311982782,,,0.7506716061539032,,,0.0
nc-2-n4-0-n8-2-skip0-6,"[4, 8, 8]",0,2,256.0,2,6,,,0.15762899070978165,,,0.6483572855190797,,,0.7506307595141943,,,0.0
nc-2-n4-0-n8-2-skip0-8,"[4, 8, 8]",0,2,256.0,2,8,,,0.15769203752279282,,,0.6489348622971185,,,0.7507335348115303,,,0.0
nc-2-n4-0-n8-2-skip0-10,"[4, 8, 8]",0,2,256.0,2,10,,,0.15761417150497437,,,0.6489727155581253,,,0.7507239533306166,,,0.0
nc-2-n4-0-n8-2-skip0-12,"[4, 8, 8]",0,2,256.0,2,12,,,0.1576686128973961,,,0.6481956053582352,,,0.7507673206863796,,,0.0
nc-2-n4-0-n8-2-skip0-14,"[4, 8, 8]",0,2,256.0,2,14,,,0.15781649202108383,,,0.6478280727888148,,,0.7503286921737617,,,0.0
nc-2-n4-0-n8-2-skip0-16,"[4, 8, 8]",0,2,256.0,2,16,,,0.15770802646875381,,,0.6483195104349081,,,0.7505300035496099,,,0.0
nc-2-n4-0-n8-2-skip0-18,"[4, 8, 8]",0,2,256.0,2,18,,,0.15749815851449966,,,0.6483917911505419,,,0.7507719610118456,,,0.0
nc-2-n4-0-n8-2-skip0-20,"[4, 8, 8]",0,2,256.0,2,20,,,0.1576036512851715,,,0.6479215544185415,,,0.7504933961287248,,,0.0
nc-2-n4-0-n8-2-skip0-22,"[4, 8, 8]",0,2,256.0,2,22,,,0.15775330364704132,,,0.6474980830609843,,,0.7504363083498848,,,0.0
nc-2-n4-0-n8-2-skip0-24,"[4, 8, 8]",0,2,256.0,2,24,,,0.15772392600774765,,,0.6474253337999458,,,0.7502997471776995,,,0.0
nc-2-n4-0-n8-2-skip0-26,"[4, 8, 8]",0,2,256.0,2,26,,,0.1575339362025261,,,0.6472445335319188,,,0.7503787191877421,,,0.0
nc-2-n4-0-n8-2-skip0-28,"[4, 8, 8]",0,2,256.0,2,28,,,0.15774330496788025,,,0.6472528452663884,,,0.7503523951843947,,,0.0
nc-2-n4-0-n8-2-skip0-30,"[4, 8, 8]",0,2,256.0,2,30,,,0.15768547356128693,,,0.6467805217967848,,,0.7502613209773843,,,0.0
nc-2-n4-0-n8-2-skip0,"[4, 8, 8]",0,2,256.0,2,0,0.15820269385973612,0.14796143770217896,,0.6492328595965188,0.6505040943585876,,0.7521795565527561,0.7515279844848106,,0.0,0.0,
nc-2-n4-0-n8-1-skip1-0,"[4, 8]",1,2,512.0,1,0,,,0.05334552936255932,,,0.9253764362090682,,,0.929294039798169,,,0.0
nc-2-n4-0-n8-1-skip1-2,"[4, 8]",1,2,512.0,1,2,,,0.05346399359405041,,,0.925075005481369,,,0.9290181961844234,,,0.0
nc-2-n4-0-n8-1-skip1-4,"[4, 8]",1,2,512.0,1,4,,,0.053606992587447166,,,0.9249514008822691,,,0.9288981769813509,,,0.0
nc-2-n4-0-n8-1-skip1-6,"[4, 8]",1,2,512.0,1,6,,,0.05347539484500885,,,0.9247226796321888,,,0.9287206688927963,,,0.0
nc-2-n4-0-n8-1-skip1-8,"[4, 8]",1,2,512.0,1,8,,,0.05352821759879589,,,0.9242133978653289,,,0.9282337318689678,,,0.0
nc-2-n4-0-n8-1-skip1-10,"[4, 8]",1,2,512.0,1,10,,,0.05392995662987232,,,0.9231605231568684,,,0.9272864826546401,,,0.0
nc-2-n4-0-n8-1-skip1-12,"[4, 8]",1,2,512.0,1,12,,,0.05390247330069542,,,0.9230681265482135,,,0.9272290940458184,,,0.0
nc-2-n4-0-n8-1-skip1-14,"[4, 8]",1,2,512.0,1,14,,,0.053957417607307434,,,0.9230305701132178,,,0.9271722068202995,,,0.0
nc-2-n4-0-n8-1-skip1-16,"[4, 8]",1,2,512.0,1,16,,,0.05428531765937805,,,0.9214317213610752,,,0.9257378200288222,,,0.0
nc-2-n4-0-n8-1-skip1-18,"[4, 8]",1,2,512.0,1,18,,,0.054058169946074486,,,0.922551578172375,,,0.9267378175265056,,,0.0
nc-2-n4-0-n8-1-skip1-20,"[4, 8]",1,2,512.0,1,20,,,0.05399559624493122,,,0.9225772726631625,,,0.9267743246707301,,,0.0
nc-2-n4-0-n8-1-skip1-22,"[4, 8]",1,2,512.0,1,22,,,0.054417684674263,,,0.9222972574068773,,,0.9264934396248763,,,0.0
nc-2-n4-0-n8-1-skip1-24,"[4, 8]",1,2,512.0,1,24,,,0.054398803040385246,,,0.9213768872070638,,,0.9257160360742802,,,0.0
nc-2-n4-0-n8-1-skip1-26,"[4, 8]",1,2,512.0,1,26,,,0.05432861112058163,,,0.9212639960120419,,,0.9255913765457418,,,0.0
nc-2-n4-0-n8-1-skip1-28,"[4, 8]",1,2,512.0,1,28,,,0.0541139654815197,,,0.9215597436294453,,,0.9258792220797947,,,0.0
nc-2-n4-0-n8-1-skip1-30,"[4, 8]",1,2,512.0,1,30,,,0.054707709699869156,,,0.9209664750564122,,,0.9253209754707465,,,0.0
nc-2-n4-0-n8-1-skip1,"[4, 8]",1,2,512.0,1,0,0.05234299922982852,0.049532024189829826,,0.928451781657447,0.9283379239642182,,0.9319225358745994,0.9319376136238636,,0.0,0.0,
nc-2-n4-0-n8-1-skip0-0,"[4, 8]",0,2,512.0,1,0,,,0.18224987387657166,,,0.6428477567110943,,,0.7499808370381726,,,0.0
nc-2-n4-0-n8-1-skip0-2,"[4, 8]",0,2,512.0,1,2,,,0.18229793012142181,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-4,"[4, 8]",0,2,512.0,1,4,,,0.18242432177066803,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-6,"[4, 8]",0,2,512.0,1,6,,,0.18231447786092758,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-8,"[4, 8]",0,2,512.0,1,8,,,0.1820680946111679,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-10,"[4, 8]",0,2,512.0,1,10,,,0.182091623544693,,,0.6428371849116816,,,0.7499592536369517,,,0.0
nc-2-n4-0-n8-1-skip0-12,"[4, 8]",0,2,512.0,1,12,,,0.1824030801653862,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-14,"[4, 8]",0,2,512.0,1,14,,,0.18235013633966446,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-0-n8-1-skip0-16,"[4, 8]",0,2,512.0,1,16,,,0.181799054145813,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-2-n4-0-n8-1-skip0-18,"[4, 8]",0,2,512.0,1,18,,,0.1824122741818428,,,0.6428512642849304,,,0.7499879980796927,,,0.0
nc-2-n4-0-n8-1-skip0-20,"[4, 8]",0,2,512.0,1,20,,,0.18210603296756744,,,0.6428406925298138,,,0.7499664146784718,,,0.0
nc-2-n4-0-n8-1-skip0-22,"[4, 8]",0,2,512.0,1,22,,,0.1822039783000946,,,0.6428512642849304,,,0.7499879980796927,,,0.0
nc-2-n4-0-n8-1-skip0-24,"[4, 8]",0,2,512.0,1,24,,,0.18203867226839066,,,0.6428512642849304,,,0.7499879980796927,,,0.0
nc-2-n4-0-n8-1-skip0-26,"[4, 8]",0,2,512.0,1,26,,,0.18220731616020203,,,0.6428571428571428,,,0.75,,,0.0
nc-2-n4-0-n8-1-skip0-28,"[4, 8]",0,2,512.0,1,28,,,0.18159501999616623,,,0.6428359994053985,,,0.7499568331975581,,,0.0
nc-2-n4-0-n8-1-skip0-30,"[4, 8]",0,2,512.0,1,30,,,0.18178609758615494,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-2-n4-0-n8-1-skip0,"[4, 8]",0,2,512.0,1,0,0.18755166431268055,0.17276856303215027,,0.6428571428571428,0.6428516153480001,,0.7499887148710757,0.75,,0.0,0.0,
nc-1-n4-2-n8-2-skip1-0,"[4, 4, 4, 8, 8]",1,1,64.0,4,0,,,0.030822845175862312,,,0.9929098760972161,,,0.9929432305673584,,,0.07138480432331562
nc-1-n4-2-n8-2-skip1-2,"[4, 4, 4, 8, 8]",1,1,64.0,4,2,,,0.030880982987582684,,,0.9929654915088393,,,0.9929982990134469,,,0.06747855432331562
nc-1-n4-2-n8-2-skip1-4,"[4, 4, 4, 8, 8]",1,1,64.0,4,4,,,0.030946478247642517,,,0.992980425920615,,,0.9930130222031294,,,0.05575980432331562
nc-1-n4-2-n8-2-skip1-6,"[4, 4, 4, 8, 8]",1,1,64.0,4,6,,,0.030854878947138786,,,0.9930839584494717,,,0.9931158977771258,,,0.07329963333904743
nc-1-n4-2-n8-2-skip1-8,"[4, 4, 4, 8, 8]",1,1,64.0,4,8,,,0.030959478579461575,,,0.9928780919021013,,,0.9929115643019211,,,0.05277267191559076
nc-1-n4-2-n8-2-skip1-10,"[4, 4, 4, 8, 8]",1,1,64.0,4,10,,,0.030885168351233006,,,0.993212447753322,,,0.993242977745058,,,0.05966605432331562
nc-1-n4-2-n8-2-skip1-12,"[4, 4, 4, 8, 8]",1,1,64.0,4,12,,,0.030953084118664265,,,0.9931449895318719,,,0.9931757068253411,,,0.06357230432331562
nc-1-n4-2-n8-2-skip1-14,"[4, 4, 4, 8, 8]",1,1,64.0,4,14,,,0.031050856225192547,,,0.9932012046417513,,,0.9932312766547323,,,0.07046568766236305
nc-1-n4-2-n8-2-skip1-16,"[4, 4, 4, 8, 8]",1,1,64.0,4,16,,,0.030915810726583004,,,0.9931843131390069,,,0.9932141330256563,,,0.06165747717022896
nc-1-n4-2-n8-2-skip1-18,"[4, 4, 4, 8, 8]",1,1,64.0,4,18,,,0.031100504100322723,,,0.993029425468221,,,0.9930609296076978,,,0.04986213333904743
nc-1-n4-2-n8-2-skip1-20,"[4, 4, 4, 8, 8]",1,1,64.0,4,20,,,0.031014269217848778,,,0.99305993171826,,,0.993091994213172,,,0.04013480432331562
nc-1-n4-2-n8-2-skip1-22,"[4, 4, 4, 8, 8]",1,1,64.0,4,22,,,0.031014406122267246,,,0.9932006738107899,,,0.9932310761014113,,,0.06847426667809486
nc-1-n4-2-n8-2-skip1-24,"[4, 4, 4, 8, 8]",1,1,64.0,4,24,,,0.030963120982050896,,,0.993575854132386,,,0.9936029350776149,,,0.07046568766236305
nc-1-n4-2-n8-2-skip1-26,"[4, 4, 4, 8, 8]",1,1,64.0,4,26,,,0.03099245484918356,,,0.9930409484805361,,,0.9930725304213629,,,0.05966605432331562
nc-1-n4-2-n8-2-skip1-28,"[4, 4, 4, 8, 8]",1,1,64.0,4,28,,,0.03106260485947132,,,0.9931548868655391,,,0.9931852883062547,,,0.07628676667809486
nc-1-n4-2-n8-2-skip1-30,"[4, 4, 4, 8, 8]",1,1,64.0,4,30,,,0.03090533334761858,,,0.9935826506075944,,,0.9936096950124929,,,0.056755516678094864
nc-1-n4-2-n8-2-skip1,"[4, 4, 4, 8, 8]",1,1,64.0,4,0,0.03161076654990514,0.03146244212985039,,0.9917269635517181,0.9923239903881083,,0.9923640923971185,0.991771039029385,,0.04779647489388784,0.05764678120613098,
nc-1-n4-2-n8-2-skip0-0,"[4, 4, 4, 8, 8]",0,1,64.0,4,0,,,0.15789269655942917,,,0.6440514420032015,,,0.7498273327902325,,,0.0
nc-1-n4-2-n8-2-skip0-2,"[4, 4, 4, 8, 8]",0,1,64.0,4,2,,,0.1579938307404518,,,0.6440624652362612,,,0.7498132112605134,,,0.0
nc-1-n4-2-n8-2-skip0-4,"[4, 4, 4, 8, 8]",0,1,64.0,4,4,,,0.15799443423748016,,,0.6437154946126753,,,0.7498777609108551,,,0.0
nc-1-n4-2-n8-2-skip0-6,"[4, 4, 4, 8, 8]",0,1,64.0,4,6,,,0.15797464549541473,,,0.6434573863565455,,,0.7497432190714212,,,0.0
nc-1-n4-2-n8-2-skip0-8,"[4, 4, 4, 8, 8]",0,1,64.0,4,8,,,0.15785451233386993,,,0.643801134174246,,,0.7500504281206226,,,0.0
nc-1-n4-2-n8-2-skip0-10,"[4, 4, 4, 8, 8]",0,1,64.0,4,10,,,0.15798494964838028,,,0.6435688217427572,,,0.7499689353945259,,,0.0
nc-1-n4-2-n8-2-skip0-12,"[4, 4, 4, 8, 8]",0,1,64.0,4,12,,,0.15808513015508652,,,0.6436516750909088,,,0.7497414002919909,,,0.0
nc-1-n4-2-n8-2-skip0-14,"[4, 4, 4, 8, 8]",0,1,64.0,4,14,,,0.15804705023765564,,,0.6439210867396357,,,0.7499330299102647,,,0.0
nc-1-n4-2-n8-2-skip0-16,"[4, 4, 4, 8, 8]",0,1,64.0,4,16,,,0.15827596187591553,,,0.6438950266438165,,,0.7496282413004569,,,0.0
nc-1-n4-2-n8-2-skip0-18,"[4, 4, 4, 8, 8]",0,1,64.0,4,18,,,0.1581917405128479,,,0.6434298260719437,,,0.7497507812195836,,,0.0
nc-1-n4-2-n8-2-skip0-20,"[4, 4, 4, 8, 8]",0,1,64.0,4,20,,,0.1582157388329506,,,0.6438808074795135,,,0.7499497724326984,,,0.0
nc-1-n4-2-n8-2-skip0-22,"[4, 4, 4, 8, 8]",0,1,64.0,4,22,,,0.1583179160952568,,,0.6434989484476438,,,0.7498369142711462,,,0.0
nc-1-n4-2-n8-2-skip0-24,"[4, 4, 4, 8, 8]",0,1,64.0,4,24,,,0.15821891278028488,,,0.6436057243385005,,,0.7497914273059713,,,0.0
nc-1-n4-2-n8-2-skip0-26,"[4, 4, 4, 8, 8]",0,1,64.0,4,26,,,0.15820494294166565,,,0.6433326896102773,,,0.7498896625545017,,,0.0
nc-1-n4-2-n8-2-skip0-28,"[4, 4, 4, 8, 8]",0,1,64.0,4,28,,,0.1583031266927719,,,0.6433768836264981,,,0.7498154311465858,,,0.0
nc-1-n4-2-n8-2-skip0-30,"[4, 4, 4, 8, 8]",0,1,64.0,4,30,,,0.15827002376317978,,,0.6435760189710751,,,0.7499112459557227,,,0.0
nc-1-n4-2-n8-2-skip0,"[4, 4, 4, 8, 8]",0,1,64.0,4,0,0.15932597915331523,0.15013521164655685,,0.64313860255315,0.6433070406912538,,0.7498160678682488,0.7499198203976909,,0.0,0.0,
nc-1-n4-2-n8-1-skip1-0,"[4, 4, 4, 8]",1,1,128.0,3,0,,,0.038877811282873154,,,0.9384875062010439,,,0.9412876647416737,,,0.0
nc-1-n4-2-n8-1-skip1-2,"[4, 4, 4, 8]",1,1,128.0,3,2,,,0.03885231725871563,,,0.9384690385047765,,,0.9412709222192399,,,0.0
nc-1-n4-2-n8-1-skip1-4,"[4, 4, 4, 8]",1,1,128.0,3,4,,,0.038840388879179955,,,0.9384582675643354,,,0.9412612404616656,,,0.0
nc-1-n4-2-n8-1-skip1-6,"[4, 4, 4, 8]",1,1,128.0,3,6,,,0.03901295363903046,,,0.9379389887160877,,,0.9407891269041802,,,0.0
nc-1-n4-2-n8-1-skip1-8,"[4, 4, 4, 8]",1,1,128.0,3,8,,,0.03899817541241646,,,0.9378987930279452,,,0.9407552407526704,,,0.0
nc-1-n4-2-n8-1-skip1-10,"[4, 4, 4, 8]",1,1,128.0,3,10,,,0.039052510634064674,,,0.9378252783550883,,,0.9406885714929167,,,0.0
nc-1-n4-2-n8-1-skip1-12,"[4, 4, 4, 8]",1,1,128.0,3,12,,,0.039064813405275345,,,0.93763394149677,,,0.9405157037298282,,,0.0
nc-1-n4-2-n8-1-skip1-14,"[4, 4, 4, 8]",1,1,128.0,3,14,,,0.03915169648826122,,,0.9374538015659806,,,0.9403529188309558,,,0.0
nc-1-n4-2-n8-1-skip1-16,"[4, 4, 4, 8]",1,1,128.0,3,16,,,0.03928628750145435,,,0.9369040445050414,,,0.9398557986662506,,,0.0
nc-1-n4-2-n8-1-skip1-18,"[4, 4, 4, 8]",1,1,128.0,3,18,,,0.039104657247662544,,,0.9374656193182505,,,0.9403618986519063,,,0.0
nc-1-n4-2-n8-1-skip1-20,"[4, 4, 4, 8]",1,1,128.0,3,20,,,0.038939427584409714,,,0.9379443965442695,,,0.9407962879457004,,,0.0
nc-1-n4-2-n8-1-skip1-22,"[4, 4, 4, 8]",1,1,128.0,3,22,,,0.039036570116877556,,,0.9374719130565067,,,0.940369360523408,,,0.0
nc-1-n4-2-n8-1-skip1-24,"[4, 4, 4, 8]",1,1,128.0,3,24,,,0.03945836424827576,,,0.936304885213574,,,0.9393165144657087,,,0.0
nc-1-n4-2-n8-1-skip1-26,"[4, 4, 4, 8]",1,1,128.0,3,26,,,0.039182137697935104,,,0.937114099649805,,,0.9400463114417179,,,0.0
nc-1-n4-2-n8-1-skip1-28,"[4, 4, 4, 8]",1,1,128.0,3,28,,,0.039410077035427094,,,0.9366058964434925,,,0.9395877177539882,,,0.0
nc-1-n4-2-n8-1-skip1-30,"[4, 4, 4, 8]",1,1,128.0,3,30,,,0.03941592946648598,,,0.9365852179374899,,,0.9395693570054453,,,0.0
nc-1-n4-2-n8-1-skip1,"[4, 4, 4, 8]",1,1,128.0,3,0,0.03866039390365283,0.037482814863324165,,0.9414646027774014,0.9436278727797411,,0.9459633021915924,0.9439894909061346,,0.0,0.0,
nc-1-n4-2-n8-1-skip0-0,"[4, 4, 4, 8]",0,1,128.0,3,0,,,0.154424287378788,,,0.6428776940005254,,,0.7499592536369517,,,0.0
nc-1-n4-2-n8-1-skip0-2,"[4, 4, 4, 8]",0,1,128.0,3,2,,,0.15444226562976837,,,0.6428870835193696,,,0.7499784165987791,,,0.0
nc-1-n4-2-n8-1-skip0-4,"[4, 4, 4, 8]",0,1,128.0,3,4,,,0.1545841544866562,,,0.6428765075931154,,,0.7499568331975581,,,0.0
nc-1-n4-2-n8-1-skip0-6,"[4, 4, 4, 8]",0,1,128.0,3,6,,,0.154597707092762,,,0.6429035400786691,,,0.7500120019203073,,,0.0
nc-1-n4-2-n8-1-skip0-8,"[4, 4, 4, 8]",0,1,128.0,3,8,,,0.15483234077692032,,,0.6428586777021379,,,0.7499664146784718,,,0.0
nc-1-n4-2-n8-1-skip0-10,"[4, 4, 4, 8]",0,1,128.0,3,10,,,0.15471546351909637,,,0.6428633723077157,,,0.7499759961593855,,,0.0
nc-1-n4-2-n8-1-skip0-12,"[4, 4, 4, 8]",0,1,128.0,3,12,,,0.15463754534721375,,,0.6428445932700204,,,0.7499376702357308,,,0.0
nc-1-n4-2-n8-1-skip0-14,"[4, 4, 4, 8]",0,1,128.0,3,14,,,0.15486202389001846,,,0.6428571428571428,,,0.75,,,0.0
nc-1-n4-2-n8-1-skip0-16,"[4, 4, 4, 8]",0,1,128.0,3,16,,,0.15481751412153244,,,0.6428477567110943,,,0.7499808370381726,,,0.0
nc-1-n4-2-n8-1-skip0-18,"[4, 4, 4, 8]",0,1,128.0,3,18,,,0.15495940297842026,,,0.6429035400786691,,,0.7500120019203073,,,0.0
nc-1-n4-2-n8-1-skip0-20,"[4, 4, 4, 8]",0,1,128.0,3,20,,,0.15494421124458313,,,0.6428418781388819,,,0.7499688351178654,,,0.0
nc-1-n4-2-n8-1-skip0-22,"[4, 4, 4, 8]",0,1,128.0,3,22,,,0.15494829416275024,,,0.6428645564356212,,,0.7499784165987791,,,0.0
nc-1-n4-2-n8-1-skip0-24,"[4, 4, 4, 8]",0,1,128.0,3,24,,,0.15506795048713684,,,0.6428512642849304,,,0.7499879980796927,,,0.0
nc-1-n4-2-n8-1-skip0-26,"[4, 4, 4, 8]",0,1,128.0,3,26,,,0.1551717147231102,,,0.6428692510411992,,,0.7499879980796927,,,0.0
nc-1-n4-2-n8-1-skip0-28,"[4, 4, 4, 8]",0,1,128.0,3,28,,,0.15510817617177963,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-1-n4-2-n8-1-skip0-30,"[4, 4, 4, 8]",0,1,128.0,3,30,,,0.15521199256181717,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-1-n4-2-n8-1-skip0,"[4, 4, 4, 8]",0,1,128.0,3,0,0.15603835980097452,0.14540211111307144,,0.6428546782187367,0.6428664089701613,,0.7499648772404189,0.7498796190833427,,0.0,0.0,
nc-1-n4-1-n8-2-skip1-0,"[4, 4, 8, 8]",1,1,128.0,3,0,,,0.08388005197048187,,,0.9201016784291496,,,0.9247209797320446,,,0.0
nc-1-n4-1-n8-2-skip1-2,"[4, 4, 8, 8]",1,1,128.0,3,2,,,0.08381175622344017,,,0.9200935158822559,,,0.9247111976978097,,,0.0
nc-1-n4-1-n8-2-skip1-4,"[4, 4, 8, 8]",1,1,128.0,3,4,,,0.08365999534726143,,,0.9202095889881532,,,0.9248052940041769,,,0.0
nc-1-n4-1-n8-2-skip1-6,"[4, 4, 8, 8]",1,1,128.0,3,6,,,0.08335007727146149,,,0.9205425337254893,,,0.9251123025000572,,,0.0
nc-1-n4-1-n8-2-skip1-8,"[4, 4, 8, 8]",1,1,128.0,3,8,,,0.08362999185919762,,,0.9200929078446248,,,0.9246954579419815,,,0.0
nc-1-n4-1-n8-2-skip1-10,"[4, 4, 8, 8]",1,1,128.0,3,10,,,0.08370764926075935,,,0.9202600190384951,,,0.9248437202044923,,,0.0
nc-1-n4-1-n8-2-skip1-12,"[4, 4, 8, 8]",1,1,128.0,3,12,,,0.08385400474071503,,,0.919889781084487,,,0.9244953636856004,,,0.0
nc-1-n4-1-n8-2-skip1-14,"[4, 4, 8, 8]",1,1,128.0,3,14,,,0.08337585255503654,,,0.9200590162976716,,,0.9246341447438581,,,0.0
nc-1-n4-1-n8-2-skip1-16,"[4, 4, 8, 8]",1,1,128.0,3,16,,,0.08350267633795738,,,0.9205605246636536,,,0.9250886997660849,,,0.0
nc-1-n4-1-n8-2-skip1-18,"[4, 4, 8, 8]",1,1,128.0,3,18,,,0.08355601131916046,,,0.9200126543350944,,,0.9246154831653335,,,0.0
nc-1-n4-1-n8-2-skip1-20,"[4, 4, 8, 8]",1,1,128.0,3,20,,,0.08291362971067429,,,0.9214588524890615,,,0.9259066491264081,,,0.0
nc-1-n4-1-n8-2-skip1-22,"[4, 4, 8, 8]",1,1,128.0,3,22,,,0.08335486799478531,,,0.9205604022581005,,,0.9250495716291458,,,0.0
nc-1-n4-1-n8-2-skip1-24,"[4, 4, 8, 8]",1,1,128.0,3,24,,,0.08378263935446739,,,0.9195081034950499,,,0.9241608140669055,,,0.0
nc-1-n4-1-n8-2-skip1-26,"[4, 4, 8, 8]",1,1,128.0,3,26,,,0.08308792859315872,,,0.9203956686578938,,,0.92490040687669,,,0.0
nc-1-n4-1-n8-2-skip1-28,"[4, 4, 8, 8]",1,1,128.0,3,28,,,0.0829637423157692,,,0.920909057947132,,,0.9253588000110985,,,0.0
nc-1-n4-1-n8-2-skip1-30,"[4, 4, 8, 8]",1,1,128.0,3,30,,,0.08212203904986382,,,0.9222761902285443,,,0.926632421236455,,,0.0
nc-1-n4-1-n8-2-skip1,"[4, 4, 8, 8]",1,1,128.0,3,0,0.09609804550806682,0.08152782917022705,,0.9135201676378604,0.9057020881021723,,0.9121613945830883,0.9189473059498475,,0.0,0.0,
nc-1-n4-1-n8-2-skip0-0,"[4, 4, 8, 8]",0,1,128.0,3,0,,,0.17420247942209244,,,0.6428418781388819,,,0.7499688351178654,,,0.0
nc-1-n4-1-n8-2-skip0-2,"[4, 4, 8, 8]",0,1,128.0,3,2,,,0.174251027405262,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-1-n4-1-n8-2-skip0-4,"[4, 4, 8, 8]",0,1,128.0,3,4,,,0.1742282137274742,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-1-n4-1-n8-2-skip0-6,"[4, 4, 8, 8]",0,1,128.0,3,6,,,0.17429650574922562,,,0.6428465712632971,,,0.7499784165987791,,,0.0
nc-1-n4-1-n8-2-skip0-8,"[4, 4, 8, 8]",0,1,128.0,3,8,,,0.17423559725284576,,,0.6428524498355095,,,0.7499904185190863,,,0.0
nc-1-n4-1-n8-2-skip0-10,"[4, 4, 8, 8]",0,1,128.0,3,10,,,0.17434868216514587,,,0.6428571428571428,,,0.75,,,0.0
nc-1-n4-1-n8-2-skip0-12,"[4, 4, 8, 8]",0,1,128.0,3,12,,,0.1745588630437851,,,0.6428855533224004,,,0.7500120019203073,,,0.0
nc-1-n4-1-n8-2-skip0-14,"[4, 4, 8, 8]",0,1,128.0,3,14,,,0.1744225025177002,,,0.6428749794043221,,,0.7499904185190863,,,0.0
nc-1-n4-1-n8-2-skip0-16,"[4, 4, 8, 8]",0,1,128.0,3,16,,,0.17490743100643158,,,0.6428855533224004,,,0.7500120019203073,,,0.0
nc-1-n4-1-n8-2-skip0-18,"[4, 4, 8, 8]",0,1,128.0,3,18,,,0.1743127554655075,,,0.6428512642849304,,,0.7499879980796927,,,0.0
